gene,start,end,strand,product
amtB,541188,542474,,ammonium transporter
tesB,542574,543434,c,acyl-CoA thioesterase II
ybaY,543649,544218,,putative lipoprotein YbaY
ybaZ,544251,544640,c,excision repair protein
pdeB,544871,546421,c,cyclic diguanylate phosphodiesterase PdeB
rpmE2,546646,546906,,50S ribosomal protein L31 type B
rpmJ,546912,547052,,50S ribosomal protein L36
ylaC,547108,547578,c,inner membrane protein YlaC
maa,547695,548246,c,maltose O-acetyltransferase
hha,548425,548643,c,hemolysin expression-modulating protein Hha
tomB,548671,549045,c,Hha toxicity attenuator
acrB,549541,552690,c,multidrug efflux RND transporter permease subunit AcrB
acrA,552713,553906,c,MexE family multidrug efflux RND transporter periplasmic adaptor subunit AcrA
acrR,554048,554701,,DNA-binding transcriptional repressor AcrR
mscK,554820,558182,,mechanosensitive channel MscK
B0X74_04225,558224,559159,c,ISNCY family transposase
ybaM,559229,559396,c,DUF2496 domain-containing protein
priC,559410,559937,c,primosomal replication protein N'' (PriC)
ybaN,560006,560383,,uncharacterized protein YbaN
apt,560536,561087,,adenine phosphoribosyltransferase
dnaX,561201,563129,,DNA polymerase III subunit gamma/tau
ybaB,563175,563504,,YbaB/EbfC family nucleoid-associated protein
recR,563504,564109,,recombination protein RecR
htpG,564220,566094,,molecular chaperone HtpG
adk,566335,566979,,adenylate kinase
B0X74_04285,566992,567198,,uncharacterized protein
hemH,567208,568170,,ferrochelatase
aes,568167,569138,c,acetylesterase
gsk,569291,570595,,inosine/guanosine kinase
ybaL,570644,572320,c,Kef family K(+) transporter
fsr,572535,573755,c,"fosmidomycin exporter, membrane protein"
ushA,573928,575580,,bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA
ybaK,575697,576176,c,aminoacyl-tRNA deacylase
ybaP,576378,577172,c,uncharacterized protein YbaP
B0X74_04330,577258,578085,c,DUF1311 domain protein
copA,578239,580740,c,copper/silver-exporting P-type ATPase A (CopA)
cueR,580850,581266,,HTH-type transcriptional regulator CueR (MerR family)
ybbJ,581267,581719,c,inner membrane protein YbbJ
qmcA,581716,582633,c,paraslipin
fetA,582780,583457,,iron export ABC transporter ATPase
fetB,583444,584223,,iron export ABC transporter permease subunit FetB
ybbN,584309,585163,c,co-chaperone YbbN
ybbO,585223,585993,c,short-chain dehydrogenase/reductase
tesA,586148,586762,c,thioesterase 1/protease 1/lysophospholipase L1
ybbA,586733,587419,,ABC transporter ATP-binding protein
ybbP,587416,589830,,ABC transporter permease
B0X74_04390,590016,591149,,OmpC-family outer membrane protein (porin)
sfbA,591406,592236,,methionine ABC transporter substrate-binding protein
sfbB,592273,593289,,methionine import ATP-binding protein MetN 2
sfbC,593282,593941,,methionine ABC transporter permease protein
mnmH,593980,595074,c,tRNA 2-selenouridine(34) synthase MnmH
allS,595144,596070,c,HTH-type transcriptional activator AllS
allA,596297,596779,,ureidoglycolate lyase
allR,596858,597676,,transcriptional regulator
gcl,597761,599542,,glyoxylate carboligase
gip,599555,600331,,hydroxypyruvate isomerase
glxR,600432,601310,,2-hydroxy-3-oxopropionate reductase
B0X74_04445,601376,602623,,MFS family transporter
allP,602719,604173,,allantoin permease
allB,604252,605613,,allantoinase
ybbY,605672,606970,,uracil/xanthine transporter
glxK,606993,608141,,glycerate kinase
allE,608221,609006,c,(S)-ureidoglycine aminohydrolase
allC,609017,610252,c,allantoate amidohydrolase
allD,610274,611323,c,ureidoglycolate dehydrogenase
fdrA,611654,613318,,acyl-CoA synthetase
ylbE,613340,614587,,NO-induced DUF1116 family protein
ylbF,614599,615408,,DUF2877 domain protein
arcC,615412,616302,,carbamate kinase
purK,616343,617410,c,5-(carboxyamino)imidazole ribonucleotide synthase
purE,617407,617916,c,5-(carboxyamino)imidazole ribonucleotide mutase
lpxH,618034,618756,c,"UDP-2,3-diacylglucosamine hydrolase"
ppiB,618759,619253,c,peptidylprolyl isomerase
cysS,619426,620811,,cysteine--tRNA ligase
B0X74_04535,620855,621679,c,COG4727 family protein
B0X74_04540,621676,622113,c,uncharacterized protein
ybcI,622106,622651,c,metal-dependent hydrolase YbcI
B0X74_04550,622779,622991,c,ribosome-associated protein
folD,622993,623859,c,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
fimA,624222,624416,,uncharacterized protein
fimA,624406,624963,,"type-1 fimbrial protein, A chain (FimA)"
fimI,625039,625572,,fimbrin-like protein FimI
fimC,625616,626308,,chaperone protein FimC
fimD,626339,628951,,outer membrane usher protein
fimH,628966,629973,,mannose-binding adhesin FimH
fimF,629983,630501,,fimbrial-like protein FimF
fimZ,630547,631179,c,DNA-binding response regulator
fimY,631783,632505,c,fimbriae Y protein
B0X74_04605,632524,632835,c,uncharacterized protein
fimW,632997,633593,c,fimbriae regulatory protein FimW
B0X74_04635,635095,636735,c,uncharacterized protein
yfdH,636728,637654,c,putative bactoprenol glucosyl transferase
rfbI,637651,638013,c,putative bactoprenol-linked glucose translocase
B0X74_04650,638511,638681,c,uncharacterized protein
delta_cusS,638881,639210,c,sensor histidine kinase CusS-like protein
delta_cusA,639310,639498,,cation transporter CusA-like protein
rclR,639549,640403,c,reactive chlorine species (RCS)-specific activator
rclA,640619,641944,,reactive chlorine species (RCS) stress resistance protein RclA
rclB,642101,642337,,reactive chlorine species (RCS) stress resistance protein RclB
rclC,642350,642910,,reactive chlorine species (RCS) stress resistance RclC
B0X74_04690,642989,644164,c,DnaJ-domain protein
pheP,644490,645884,,phenylalanine transporter
ybdG,645926,647173,c,miniconductance mechanosensitive channel
B0X74_04705,647203,647385,,uncharacterized protein
apeE,647484,649454,,autotransporter domain-containing esterase
levR,649621,652350,,transcriptional regulatory protein LevR
B0X74_04720,652478,653464,c,phosphosugar isomerase
B0X74_04725,653531,654592,c,putative glucosamine 6-phosphate synthetase
B0X74_04730,654607,655461,c,PTS mannose transporter subunit IID
B0X74_04735,655464,656207,c,PTS mannose transporter subunit IICD
B0X74_04740,656222,656692,c,PTS mannose/fructose/sorbose transporter subunitIIB
B0X74_04745,656670,657119,c,PTS mannose transporter subunit IIAB
nfsB,657319,657972,c,NAD(P)H nitroreductase
ybdF,658069,658437,c,putative DNA-binding protein YbdF
ramR,658437,659018,c,AcrR/TetR family transcriptional regulator RamR
ramA,659307,659648,,DNA-binding transcriptional regulator RamA
ybdJ,659654,659902,c,DUF1158 domain protein YbdJ
ybdK,659969,661087,c,carboxylate--amine ligase
entD,661099,661803,c,enterobactin synthase component D
fepA,661849,664104,c,TonB-dependent siderophore receptor
fes,664293,665507,,enterochelin esterase
ybdZ,665538,665756,,MbtH family protein
entF,665753,669637,,enterobactin synthase subunit F (EntF)
fepE,669887,671023,,ferric enterobactin uptake protein FepE
fepC,671076,671870,c,iron-enterobactin transporter ATP-binding protein
fepG,671867,672856,c,iron-enterobactin transporter permease
fepD,672856,673863,c,iron-enterobactin transporter
entS,673974,675218,,"enterobactin exporter, iron-regulated"
fepB,675281,676237,c,Fe2+ enterobactin ABC transporter substrate-binding protein
entC,676552,677721,,isochorismate synthase EntC
entE,677728,679341,,"2,3-dihydroxybenzoate-AMP ligase EntE"
entB,679355,680212,,isochorismatase
entA,680212,680967,,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
entH,680970,681383,,proofreading thioesterase EntH
cstA,681565,683670,,carbon starvation protein
ybdD,683734,683931,,DUF466 domain protein YbdD
ybdH,683967,685055,c,oxidoreductase
ybdL,685182,686342,,methionine aminotransferase
ybdM,686343,686960,c,transcriptional regulator
ybdN,686933,688168,c,phosphoadenosine phosphosulfate reductase
ybdO,688334,689236,c,LysR family transcriptional regulator
dsbG,689553,690299,c,thiol:disulfide interchange protein DsbG
ahpC,690740,691303,,alkyl hydroperoxide reductase subunit C
ahpF,691545,693110,,alkyl hydroperoxide reductase subunit F
B0X74_04915,693442,694002,,molecular chaperone
B0X74_04920,693995,696274,,MopB_3 domain oxidoreductase
B0X74_04925,696271,696828,,DMSO reductase beta subunit family protein
B0X74_04930,696828,697595,,DMSO reductase anchor subunit like protein
uspG,697663,698091,c,universal stress protein UspG
ybdR,698314,699552,,glutathione-dependent formaldehyde dehydrogenase
B0X74_04950,699635,700045,c,nucleoside diphosphate kinase regulator
rna,700280,701086,c,ribonuclease I
citT,701196,702659,c,anion permease
citG,702697,703593,c,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
citX,703565,704116,c,citrate lyase holo-ACP synthase
citF,704120,705649,c,citrate lyase subunit alpha
citE,705659,706567,c,citrate (pro-3S)-lyase subunit beta
citD,706564,706860,c,citrate lyase ACP
citC,706857,707933,c,[citrate (pro-3S)-lyase] ligase
B0X74_05000,708126,708308,,uncharacterized protein
dpiB,708318,709979,,histidine kinase DpiB
dpiA,709948,710628,,response regulator
dcuC,710682,712067,c,anaerobic C4-dicarboxylate transporter DcuC
pagP,712446,713018,,phospholipid:lipid A palmitoyltransferase PagP
cspE,713206,713415,,cold-shock protein
crcB,713473,713856,c,fluoride ion transporter CrcB
ybeM,713947,714735,,hydrolase
tatE,714864,715067,,sec-independent protein translocase TatE
lipA,715153,716118,c,lipoyl synthase
ybeF,716324,717277,c,LysR family transcriptional regulator
lipB,717579,718220,c,octanoyltransferase
ybeD,718320,718583,c,putative lipoic acid-binding regulatory protein
dacA,718692,719903,c,serine-type D-Ala-D-Ala carboxypeptidase
rlpA,720043,721188,c,rare lipoprotein A
mrdB,721199,722311,c,rod shape-determining protein MrdB/RodA
mrdA,722314,724215,c,penicillin-binding protein 2
rlmH,724246,724713,c,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
rsfS,724717,725034,c,ribosome silencing factor RsfS
cobC,725363,725971,c,adenosylcobalamin/alpha-ribazole phosphatase
cobD,726068,727162,,threonine-phosphate decarboxylase
nadD,727137,727778,c,nicotinate-nicotinamide nucleotide adenylyltransferase
holA,727780,728811,c,DNA polymerase III subunit delta
lptE,728811,729401,c,LPS assembly lipoprotein LptE
leuS,729416,731998,c,leucine--tRNA ligase
B0X74_05125,732286,732576,,SAF domain protein
B0X74_05130,732599,733765,,D-galactarate dehydratase / altronate hydrolase family protein
kdgT2,733815,734768,,2-keto-3-deoxygluconate permease 2
prpR,734836,736764,,PrpR like protein
ybeL,736857,737330,,DUF1451 domain protein
ybeQ,737369,738364,c,tetratricopeptide repeat (TPR) protein
ybeR,738489,739196,,DUF1266 domain protein
djlB,739193,740626,,DnaJ domain-containing protein
ybeU,740638,741333,,DUF1266 domain protein
djlC,741330,742802,,DnaJ domain-containing protein
hscC,742824,744503,c,molecular chaperone HscC
B0X74_05180,744579,745817,c,uncharacterized protein
rihA,745849,746784,c,pyrimidine-specific ribonucleoside hydrolase RihA
gltL,746901,747626,c,glutamate/aspartate ABC transporter ATP-binding protein GltL
gltK,747626,748300,c,glutamate/aspartate ABC transporter permease
gltJ,748300,749040,c,glutamate/aspartate ABC transporter permease
gltI,749200,750126,c,glutamate/aspartate ABC transporter substrate-binding protein
lnt,750463,752001,c,apolipoprotein N-acyltransferase
corC,752021,752899,c,magnesium and cobalt efflux protein CorC
ybeY,753057,753530,c,ssRNA-specific endoribonuclease YbeY
ybeZ,753527,754612,c,"heat shock protein, predicted ATPase"
miaB,754778,756202,c,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
ubiF,756346,757521,,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase UbiF"
B0X74_05240,757588,758163,c,uncharacterized protein
asnB,759230,760894,c,asparagine synthase B (AsnB)
umpH,761184,761936,c,UMP phosphatase
nagC,761983,763203,c,nag operon transcriptional regulator NagC
nagA,763208,764362,c,N-acetylglucosamine-6-phosphate deacetylase
nagB,764422,765222,c,glucosamine-6-phosphate deaminase
nagE,765549,767501,,PTS N-acetyl glucosamine transporter subunit IIABC
glnS,767712,769379,,glutamine--tRNA ligase
chiP,769825,771231,,chitoporin ChiP
chiQ,771281,771613,,lipoprotein
tcuC,771662,772966,c,citrate-proton symporter
tcuB,773017,774156,c,tricarballylate utilization protein B (TcuB)
tcuA,774143,775546,c,FAD-binding dehydrogenase
tcuR,775644,776570,c,LysR family transcriptional regulator
fur,776685,777137,c,ferric iron uptake global transcriptional repressor
fldA,777419,777949,c,flavodoxin-1
ybfE,778100,778393,c,"LexA regulated, CopB family protein"
ybfF,778527,779297,c,acyl-CoA esterase
seqA,779482,780024,,replication initiation regulator SeqA
pgm,780049,781689,,"phosphoglucomutase, alpha-D-glucose phosphate-specific"
B0X74_05380,781804,782289,c,5-nitroimidazole antibiotic resistance protein
potE,782354,783673,c,putrescine-ornithine antiporter
speF,783670,785868,c,ornithine decarboxylase SpeF
kdpE,786630,787307,c,DNA-binding response regulator KdpE
kdpD,787304,789988,c,two-component sensor histidine kinase KdpD
kdpC,789985,790572,c,potassium-transporting ATPase subunit C
kdpB,790578,792626,c,potassium-transporting ATPase B chain
kdpA,792647,794326,c,potassium-transporting ATPase subunit KdpA
ybfA,794752,794958,,DUF2517 domain protein
phrB,795069,796490,,deoxyribodipyrimidine photo-lyase
dtpD,796529,798010,c,dipeptide permease D
B0X74_05440,798054,798167,c,uncharacterized protein
ybgI,798339,799082,,Nif3-like dinuclear metal center hexameric protein
ybgJ,799098,799754,,"putative allophanate hydrolase, subunit 1"
ybgK,799748,800680,,"putative allophanate hydrolase, subunit 2"
ybgL,800670,801404,,LamB/YcsF family protein
B0X74_05465,801919,802485,,DNA recombinase
B0X74_05470,803059,803280,,uncharacterized protein
B0X74_05475,803282,804022,,uncharacterized protein
glf,804308,805459,,UDP-galactopyranose mutase
B0X74_05485,805459,806352,,"glycosyltransferase, GT2 family"
B0X74_05490,806365,807498,,glycosyltransferase family 1 protein
rfbD,807627,808397,,O-antigen export system permease protein RfbD
B0X74_05500,808401,809111,,"O-antigen export system, ATP-binding protein"
B0X74_05505,809205,810983,,GT2 family glycosyl transferase
B0X74_05510,811176,812009,,putative glycosyl transferase
B0X74_05515,812013,813962,,putative HAD family hydrolase
nei,814216,815007,,endonuclease VIII
abrB,815062,816108,c,"putative membrane protein AbrB, regulator of aidB expression"
gltA,816245,817528,c,type II citrate synthase
B0X74_05535,817488,817874,,uncharacterized protein
sdhC,818268,818672,,succinate dehydrogenase cytochrome b556 large subunit SdhC
sdhD,818666,819013,,"succinate dehydrogenase, hydrophobic membrane anchor protein"
sdhA,819013,820779,,succinate dehydrogenase flavoprotein subunit
sdhB,820796,821512,,succinate dehydrogenase iron-sulfur subunit SdhB
sucA,822036,824837,,2-oxoglutarate dehydrogenase subunit E1
sucB,824852,826060,,dihydrolipoamide succinyltransferase
sucC,826202,827368,,succinyl-CoA ligase subunit beta
sucD,827368,828237,,succinate--CoA ligase subunit alpha
cydA,829820,831388,,cytochrome bd-I ubiquinol oxidase subunit I
cydB,831404,832543,,cytochrome d ubiquinol oxidase subunit II
cydX,832558,832671,,cyd operon protein YbgT
B0X74_05600,832671,832811,,addiction module toxin RelE
ybgE,832808,833089,,cyd operon protein YbgE
ybgC,833318,833722,,acyl-CoA thioester hydrolase
tolQ,833719,834411,,Tol-Pal system subunit TolQ
tolR,834415,834843,,colicin uptake protein TolR
tolA,834908,836131,,cell envelope integrity protein TolA
tolB,836255,837547,,translocation protein TolB
pal,837582,838106,,peptidoglycan-associated lipoprotein
ybgF,838116,838904,,Tol-Pal system TPR repeat containing exported protein YbgF
nadA,840369,841412,,quinolinate synthase
pnuC,841437,842156,,nicotinamide riboside transporter PnuC
zitB,842153,843091,c,zinc transporter ZitB
ybgS,843202,843588,c,uncharacterized protein YbgS
aroG,843908,844960,,3-deoxy-7-phosphoheptulonate synthase
fumB,845054,845596,c,fumarate hydratase
fumA,845614,846459,c,fumarate hydratase
B0X74_05715,846589,847479,,LysR family transcriptional regulator
B0X74_05720,847480,848406,c,LysR family transcriptional regulator
B0X74_05725,848686,849954,,putative sodium/dicarboxylate cotransporter
oadG,850004,850249,,oxaloacetate decarboxylase subunit gamma
oadA,850265,852040,,oxaloacetate decarboxylase subunit alpha
oadB,852053,853354,,oxalacetate decarboxylase subunit beta
B0X74_05745,853473,854171,,CitG family protein
